file_name,dataset,model_type,seed,epsilon,verifier,property,result
MNIST_0.007_1027.out,MNIST,prune_0.1,10,0.007,abc,27,1
MNIST_0.009_8524.out,MNIST,prune_0.8,60,0.009,abc,24,0
MNIST_0.004_5733.out,MNIST,prune_0.5,80,0.004,abc,33,1
MNIST_0.008_2004.out,MNIST,prune_0.2,10,0.008,abc,4,1
MNIST_0.007_2442.out,MNIST,prune_0.2,50,0.007,abc,42,1
MNIST_0.006_5538.out,MNIST,prune_0.5,60,0.006,abc,38,1
MNIST_0.008_1354.out,MNIST,prune_0.1,40,0.008,abc,54,0
MNIST_0.006_7855.out,MNIST,prune_0.7,90,0.006,abc,55,1
MNIST_0.007_121.out,MNIST,baseline,20,0.007,abc,21,1
MNIST_0.005_7807.out,MNIST,prune_0.7,90,0.005,abc,7,1
MNIST_0.009_5000.out,MNIST,prune_0.5,10,0.009,abc,0,0
MNIST_0.005_2583.out,MNIST,prune_0.2,60,0.005,abc,83,1
MNIST_0.007_8748.out,MNIST,prune_0.8,80,0.007,abc,48,0
MNIST_0.007_1586.out,MNIST,prune_0.1,60,0.007,abc,86,1
MNIST_0.010_8040.out,,,,,,,0
MNIST_0.005_3996.out,MNIST,prune_0.3,100,0.005,abc,96,1
MNIST_0.009_1473.out,MNIST,prune_0.1,50,0.009,abc,73,0
MNIST_0.005_3956.out,MNIST,prune_0.3,100,0.005,abc,56,1
MNIST_0.008_7277.out,MNIST,prune_0.7,30,0.008,abc,77,0
MNIST_0.005_2942.out,MNIST,prune_0.2,100,0.005,abc,42,1
MNIST_0.006_3512.out,MNIST,prune_0.3,60,0.006,abc,12,1
MNIST_0.006_3712.out,MNIST,prune_0.3,80,0.006,abc,12,1
MNIST_0.009_6864.out,MNIST,prune_0.6,90,0.009,abc,64,0
MNIST_0.007_3476.out,MNIST,prune_0.3,50,0.007,abc,76,0
MNIST_0.009_6969.out,MNIST,prune_0.6,100,0.009,abc,69,0
MNIST_0.004_4947.out,MNIST,prune_0.4,100,0.004,abc,47,1
MNIST_0.007_8470.out,MNIST,prune_0.8,50,0.007,abc,70,1
MNIST_0.010_8976.out,,,,,,,0
MNIST_0.010_3285.out,MNIST,prune_0.3,30,0.01,abc,85,0
MNIST_0.009_1719.out,MNIST,prune_0.1,80,0.009,abc,19,0
MNIST_0.009_3582.out,MNIST,prune_0.3,60,0.009,abc,82,1
MNIST_0.004_806.out,MNIST,baseline,90,0.004,abc,6,1
MNIST_0.008_3042.out,MNIST,prune_0.3,10,0.008,abc,42,0
MNIST_0.005_5981.out,MNIST,prune_0.5,100,0.005,abc,81,1
MNIST_0.008_4209.out,MNIST,prune_0.4,30,0.008,abc,9,1
MNIST_0.004_2075.out,MNIST,prune_0.2,10,0.004,abc,75,1
MNIST_0.008_6572.out,MNIST,prune_0.6,60,0.008,abc,72,1
MNIST_0.009_2226.out,MNIST,prune_0.2,30,0.009,abc,26,0
MNIST_0.009_4318.out,MNIST,prune_0.4,40,0.009,abc,18,0
MNIST_0.006_4038.out,MNIST,prune_0.4,10,0.006,abc,38,1
MNIST_0.008_5315.out,MNIST,prune_0.5,40,0.008,abc,15,0
MNIST_0.008_2500.out,MNIST,prune_0.2,60,0.008,abc,0,0
MNIST_0.006_3913.out,MNIST,prune_0.3,100,0.006,abc,13,0
MNIST_0.009_6549.out,MNIST,prune_0.6,60,0.009,abc,49,0
MNIST_0.006_2741.out,MNIST,prune_0.2,80,0.006,abc,41,0
MNIST_0.006_5725.out,MNIST,prune_0.5,80,0.006,abc,25,1
MNIST_0.009_4682.out,MNIST,prune_0.4,70,0.009,abc,82,0
MNIST_0.007_6747.out,MNIST,prune_0.6,80,0.007,abc,47,1
MNIST_0.010_8145.out,,,,,,,0
MNIST_0.008_944.out,MNIST,baseline,100,0.008,abc,44,0
MNIST_0.008_2340.out,MNIST,prune_0.2,40,0.008,abc,40,0
MNIST_0.007_1206.out,MNIST,prune_0.1,30,0.007,abc,6,0
MNIST_0.005_6761.out,MNIST,prune_0.6,80,0.005,abc,61,1
MNIST_0.005_2951.out,MNIST,prune_0.2,100,0.005,abc,51,1
MNIST_0.004_5327.out,MNIST,prune_0.5,40,0.004,abc,27,1
MNIST_0.010_4415.out,,,,,,,0
MNIST_0.005_5209.out,MNIST,prune_0.5,30,0.005,abc,9,1
MNIST_0.007_5760.out,MNIST,prune_0.5,80,0.007,abc,60,0
MNIST_0.004_5847.out,MNIST,prune_0.5,90,0.004,abc,47,1
MNIST_0.009_5054.out,MNIST,prune_0.5,10,0.009,abc,54,0
MNIST_0.008_786.out,MNIST,baseline,80,0.008,abc,86,0
MNIST_0.004_175.out,MNIST,baseline,20,0.004,abc,75,1
MNIST_0.005_7754.out,MNIST,prune_0.7,80,0.005,abc,54,1
MNIST_0.007_8400.out,MNIST,prune_0.8,50,0.007,abc,0,1
MNIST_0.010_4380.out,MNIST,prune_0.4,40,0.01,abc,80,0
MNIST_0.005_3211.out,MNIST,prune_0.3,30,0.005,abc,11,1
MNIST_0.004_3307.out,MNIST,prune_0.3,40,0.004,abc,7,1
MNIST_0.008_504.out,MNIST,baseline,60,0.008,abc,4,0
MNIST_0.008_6339.out,MNIST,prune_0.6,40,0.008,abc,39,1
MNIST_0.006_6668.out,MNIST,prune_0.6,70,0.006,abc,68,1
MNIST_0.005_519.out,MNIST,baseline,60,0.005,abc,19,1
MNIST_0.004_8437.out,MNIST,prune_0.8,50,0.004,abc,37,1
MNIST_0.004_2700.out,MNIST,prune_0.2,80,0.004,abc,0,1
MNIST_0.005_970.out,MNIST,baseline,100,0.005,abc,70,1
MNIST_0.009_978.out,MNIST,baseline,100,0.009,abc,78,0
MNIST_0.006_2126.out,MNIST,prune_0.2,20,0.006,abc,26,0
MNIST_0.009_4206.out,MNIST,prune_0.4,30,0.009,abc,6,0
MNIST_0.007_4728.out,MNIST,prune_0.4,80,0.007,abc,28,0
MNIST_0.005_7654.out,MNIST,prune_0.7,70,0.005,abc,54,1
MNIST_0.009_3305.out,MNIST,prune_0.3,40,0.009,abc,5,0
MNIST_0.010_3450.out,MNIST,prune_0.3,50,0.01,abc,50,0
MNIST_0.007_3117.out,MNIST,prune_0.3,20,0.007,abc,17,0
MNIST_0.007_4686.out,MNIST,prune_0.4,70,0.007,abc,86,0
MNIST_0.006_6064.out,MNIST,prune_0.6,10,0.006,abc,64,1
MNIST_0.010_6562.out,MNIST,prune_0.6,60,0.01,abc,62,0
MNIST_0.008_173.out,MNIST,baseline,20,0.008,abc,73,0
MNIST_0.007_8450.out,MNIST,prune_0.8,50,0.007,abc,50,1
MNIST_0.006_5337.out,MNIST,prune_0.5,40,0.006,abc,37,0
MNIST_0.006_2231.out,MNIST,prune_0.2,30,0.006,abc,31,1
MNIST_0.010_3538.out,MNIST,prune_0.3,60,0.01,abc,38,0
MNIST_0.009_4701.out,MNIST,prune_0.4,80,0.009,abc,1,0
MNIST_0.009_3072.out,MNIST,prune_0.3,10,0.009,abc,72,0
MNIST_0.009_2775.out,MNIST,prune_0.2,80,0.009,abc,75,0
MNIST_0.005_4794.out,MNIST,prune_0.4,80,0.005,abc,94,1
MNIST_0.005_899.out,MNIST,baseline,90,0.005,abc,99,1
MNIST_0.009_1842.out,MNIST,prune_0.1,90,0.009,abc,42,0
MNIST_0.010_129.out,MNIST,baseline,20,0.01,abc,29,0
MNIST_0.010_4374.out,MNIST,prune_0.4,40,0.01,abc,74,0
MNIST_0.004_7527.out,MNIST,prune_0.7,60,0.004,abc,27,1
MNIST_0.008_8116.out,MNIST,prune_0.8,20,0.008,abc,16,0
MNIST_0.005_1685.out,MNIST,prune_0.1,70,0.005,abc,85,1
MNIST_0.010_4242.out,MNIST,prune_0.4,30,0.01,abc,42,0
MNIST_0.009_4478.out,MNIST,prune_0.4,50,0.009,abc,78,0
MNIST_0.006_5704.out,MNIST,prune_0.5,80,0.006,abc,4,1
MNIST_0.008_4043.out,MNIST,prune_0.4,10,0.008,abc,43,0
MNIST_0.009_7170.out,MNIST,prune_0.7,20,0.009,abc,70,0
MNIST_0.006_4769.out,MNIST,prune_0.4,80,0.006,abc,69,1
MNIST_0.007_2726.out,MNIST,prune_0.2,80,0.007,abc,26,0
MNIST_0.010_5040.out,MNIST,prune_0.5,10,0.01,abc,40,0
MNIST_0.005_4202.out,MNIST,prune_0.4,30,0.005,abc,2,1
MNIST_0.008_2184.out,MNIST,prune_0.2,20,0.008,abc,84,1
MNIST_0.004_2035.out,MNIST,prune_0.2,10,0.004,abc,35,1
MNIST_0.010_607.out,MNIST,baseline,70,0.01,abc,7,0
MNIST_0.010_834.out,MNIST,baseline,90,0.01,abc,34,0
MNIST_0.009_1222.out,MNIST,prune_0.1,30,0.009,abc,22,1
MNIST_0.010_1129.out,MNIST,prune_0.1,20,0.01,abc,29,0
MNIST_0.008_5884.out,MNIST,prune_0.5,90,0.008,abc,84,1
MNIST_0.009_8974.out,MNIST,prune_0.8,100,0.009,abc,74,0
MNIST_0.008_1095.out,MNIST,prune_0.1,10,0.008,abc,95,1
MNIST_0.010_4463.out,MNIST,prune_0.4,50,0.01,abc,63,0
MNIST_0.007_7572.out,MNIST,prune_0.7,60,0.007,abc,72,0
MNIST_0.005_3580.out,MNIST,prune_0.3,60,0.005,abc,80,1
MNIST_0.009_6180.out,MNIST,prune_0.6,20,0.009,abc,80,0
MNIST_0.005_4831.out,MNIST,prune_0.4,90,0.005,abc,31,1
MNIST_0.006_1096.out,MNIST,prune_0.1,10,0.006,abc,96,0
MNIST_0.009_4162.out,MNIST,prune_0.4,20,0.009,abc,62,0
MNIST_0.006_8145.out,MNIST,prune_0.8,20,0.006,abc,45,0
MNIST_0.010_7249.out,,,,,,,0
MNIST_0.010_2026.out,MNIST,prune_0.2,10,0.01,abc,26,0
MNIST_0.010_3031.out,MNIST,prune_0.3,10,0.01,abc,31,0
MNIST_0.007_1776.out,MNIST,prune_0.1,80,0.007,abc,76,1
MNIST_0.010_4509.out,,,,,,,0
MNIST_0.005_7559.out,MNIST,prune_0.7,60,0.005,abc,59,1
MNIST_0.004_263.out,MNIST,baseline,30,0.004,abc,63,1
MNIST_0.008_4032.out,MNIST,prune_0.4,10,0.008,abc,32,1
MNIST_0.008_807.out,MNIST,baseline,90,0.008,abc,7,0
MNIST_0.005_1114.out,MNIST,prune_0.1,20,0.005,abc,14,1
MNIST_0.008_1735.out,MNIST,prune_0.1,80,0.008,abc,35,0
MNIST_0.007_6109.out,MNIST,prune_0.6,20,0.007,abc,9,0
MNIST_0.009_2023.out,MNIST,prune_0.2,10,0.009,abc,23,0
MNIST_0.006_2371.out,MNIST,prune_0.2,40,0.006,abc,71,1
MNIST_0.010_3784.out,MNIST,prune_0.3,80,0.01,abc,84,0
MNIST_0.004_509.out,MNIST,baseline,60,0.004,abc,9,1
MNIST_0.010_4510.out,,,,,,,0
MNIST_0.004_27.out,MNIST,baseline,10,0.004,abc,27,1
MNIST_0.004_2710.out,MNIST,prune_0.2,80,0.004,abc,10,1
MNIST_0.005_5395.out,MNIST,prune_0.5,40,0.005,abc,95,1
MNIST_0.005_7069.out,MNIST,prune_0.7,10,0.005,abc,69,1
MNIST_0.008_7744.out,MNIST,prune_0.7,80,0.008,abc,44,0
MNIST_0.010_4920.out,MNIST,prune_0.4,100,0.01,abc,20,0
MNIST_0.010_5686.out,MNIST,prune_0.5,70,0.01,abc,86,0
MNIST_0.005_8978.out,MNIST,prune_0.8,100,0.005,abc,78,0
MNIST_0.005_1516.out,MNIST,prune_0.1,60,0.005,abc,16,1
MNIST_0.004_1563.out,MNIST,prune_0.1,60,0.004,abc,63,1
MNIST_0.009_6765.out,MNIST,prune_0.6,80,0.009,abc,65,0
MNIST_0.010_4335.out,MNIST,prune_0.4,40,0.01,abc,35,0
MNIST_0.010_5106.out,MNIST,prune_0.5,20,0.01,abc,6,0
MNIST_0.008_5555.out,MNIST,prune_0.5,60,0.008,abc,55,0
MNIST_0.009_2998.out,MNIST,prune_0.2,100,0.009,abc,98,0
MNIST_0.006_1514.out,MNIST,prune_0.1,60,0.006,abc,14,1
MNIST_0.007_1248.out,MNIST,prune_0.1,30,0.007,abc,48,1
MNIST_0.010_8285.out,,,,,,,0
MNIST_0.007_3622.out,MNIST,prune_0.3,70,0.007,abc,22,1
MNIST_0.005_7164.out,MNIST,prune_0.7,20,0.005,abc,64,1
MNIST_0.006_7628.out,MNIST,prune_0.7,70,0.006,abc,28,1
MNIST_0.008_721.out,MNIST,baseline,80,0.008,abc,21,0
MNIST_0.009_8236.out,MNIST,prune_0.8,30,0.009,abc,36,0
MNIST_0.006_8565.out,MNIST,prune_0.8,60,0.006,abc,65,1
MNIST_0.007_4850.out,MNIST,prune_0.4,90,0.007,abc,50,0
MNIST_0.010_2569.out,MNIST,prune_0.2,60,0.01,abc,69,0
MNIST_0.006_8413.out,MNIST,prune_0.8,50,0.006,abc,13,1
MNIST_0.007_38.out,MNIST,baseline,10,0.007,abc,38,0
MNIST_0.006_1145.out,MNIST,prune_0.1,20,0.006,abc,45,1
MNIST_0.008_8934.out,MNIST,prune_0.8,100,0.008,abc,34,0
MNIST_0.007_7437.out,MNIST,prune_0.7,50,0.007,abc,37,0
MNIST_0.006_6412.out,MNIST,prune_0.6,50,0.006,abc,12,1
MNIST_0.004_4870.out,MNIST,prune_0.4,90,0.004,abc,70,1
MNIST_0.004_794.out,MNIST,baseline,80,0.004,abc,94,1
MNIST_0.009_4884.out,MNIST,prune_0.4,90,0.009,abc,84,1
MNIST_0.004_2089.out,MNIST,prune_0.2,10,0.004,abc,89,1
MNIST_0.010_7871.out,,,,,,,0
MNIST_0.009_2940.out,MNIST,prune_0.2,100,0.009,abc,40,0
MNIST_0.010_8542.out,,,,,,,0
MNIST_0.010_1126.out,MNIST,prune_0.1,20,0.01,abc,26,0
MNIST_0.008_5182.out,MNIST,prune_0.5,20,0.008,abc,82,0
MNIST_0.006_2093.out,MNIST,prune_0.2,10,0.006,abc,93,0
MNIST_0.010_4515.out,,,,,,,0
MNIST_0.005_6195.out,MNIST,prune_0.6,20,0.005,abc,95,1
MNIST_0.009_4425.out,MNIST,prune_0.4,50,0.009,abc,25,0
MNIST_0.009_2583.out,MNIST,prune_0.2,60,0.009,abc,83,0
MNIST_0.006_761.out,MNIST,baseline,80,0.006,abc,61,0
MNIST_0.007_4925.out,MNIST,prune_0.4,100,0.007,abc,25,1
MNIST_0.009_4706.out,MNIST,prune_0.4,80,0.009,abc,6,0
MNIST_0.004_3621.out,MNIST,prune_0.3,70,0.004,abc,21,1
MNIST_0.009_8874.out,MNIST,prune_0.8,90,0.009,abc,74,0
MNIST_0.005_4393.out,MNIST,prune_0.4,40,0.005,abc,93,1
MNIST_0.009_2088.out,MNIST,prune_0.2,10,0.009,abc,88,0
MNIST_0.006_7420.out,MNIST,prune_0.7,50,0.006,abc,20,1
MNIST_0.010_2778.out,MNIST,prune_0.2,80,0.01,abc,78,0
MNIST_0.009_390.out,MNIST,baseline,40,0.009,abc,90,0
MNIST_0.009_3335.out,MNIST,prune_0.3,40,0.009,abc,35,0
MNIST_0.007_2556.out,MNIST,prune_0.2,60,0.007,abc,56,1
MNIST_0.010_6090.out,,,,,,,0
MNIST_0.006_3604.out,MNIST,prune_0.3,70,0.006,abc,4,1
MNIST_0.005_1597.out,MNIST,prune_0.1,60,0.005,abc,97,1
MNIST_0.009_3155.out,MNIST,prune_0.3,20,0.009,abc,55,0
MNIST_0.004_668.out,MNIST,baseline,70,0.004,abc,68,1
MNIST_0.006_2573.out,MNIST,prune_0.2,60,0.006,abc,73,1
MNIST_0.004_6719.out,MNIST,prune_0.6,80,0.004,abc,19,1
MNIST_0.004_1989.out,MNIST,prune_0.1,100,0.004,abc,89,1
MNIST_0.010_4961.out,MNIST,prune_0.4,100,0.01,abc,61,0
MNIST_0.007_6445.out,MNIST,prune_0.6,50,0.007,abc,45,1
MNIST_0.010_2633.out,MNIST,prune_0.2,70,0.01,abc,33,0
MNIST_0.006_6852.out,MNIST,prune_0.6,90,0.006,abc,52,0
MNIST_0.007_7375.out,MNIST,prune_0.7,40,0.007,abc,75,1
MNIST_0.007_138.out,MNIST,baseline,20,0.007,abc,38,0
MNIST_0.006_1025.out,MNIST,prune_0.1,10,0.006,abc,25,0
MNIST_0.007_3205.out,MNIST,prune_0.3,30,0.007,abc,5,1
MNIST_0.004_2752.out,MNIST,prune_0.2,80,0.004,abc,52,1
MNIST_0.008_6623.out,MNIST,prune_0.6,70,0.008,abc,23,0
MNIST_0.004_3017.out,MNIST,prune_0.3,10,0.004,abc,17,1
MNIST_0.009_2696.out,MNIST,prune_0.2,70,0.009,abc,96,0
MNIST_0.006_1585.out,MNIST,prune_0.1,60,0.006,abc,85,1
MNIST_0.010_1402.out,MNIST,prune_0.1,50,0.01,abc,2,0
MNIST_0.005_5930.out,MNIST,prune_0.5,100,0.005,abc,30,1
MNIST_0.008_340.out,MNIST,baseline,40,0.008,abc,40,0
MNIST_0.005_664.out,MNIST,baseline,70,0.005,abc,64,1
MNIST_0.006_2870.out,MNIST,prune_0.2,90,0.006,abc,70,1
MNIST_0.007_2196.out,MNIST,prune_0.2,20,0.007,abc,96,0
MNIST_0.009_3438.out,MNIST,prune_0.3,50,0.009,abc,38,0
MNIST_0.009_6646.out,MNIST,prune_0.6,70,0.009,abc,46,0
MNIST_0.010_6309.out,,,,,,,0
MNIST_0.010_952.out,MNIST,baseline,100,0.01,abc,52,0
MNIST_0.009_4063.out,MNIST,prune_0.4,10,0.009,abc,63,0
MNIST_0.004_8331.out,MNIST,prune_0.8,40,0.004,abc,31,1
MNIST_0.004_6640.out,MNIST,prune_0.6,70,0.004,abc,40,1
MNIST_0.010_8560.out,,,,,,,0
MNIST_0.010_3221.out,MNIST,prune_0.3,30,0.01,abc,21,0
MNIST_0.004_2215.out,MNIST,prune_0.2,30,0.004,abc,15,1
MNIST_0.009_4044.out,MNIST,prune_0.4,10,0.009,abc,44,0
MNIST_0.010_853.out,MNIST,baseline,90,0.01,abc,53,0
MNIST_0.004_2630.out,MNIST,prune_0.2,70,0.004,abc,30,1
MNIST_0.010_1631.out,MNIST,prune_0.1,70,0.01,abc,31,0
MNIST_0.008_6676.out,MNIST,prune_0.6,70,0.008,abc,76,0
MNIST_0.005_7652.out,MNIST,prune_0.7,70,0.005,abc,52,1
MNIST_0.004_4597.out,MNIST,prune_0.4,60,0.004,abc,97,1
MNIST_0.004_1763.out,MNIST,prune_0.1,80,0.004,abc,63,1
MNIST_0.004_214.out,MNIST,baseline,30,0.004,abc,14,1
MNIST_0.006_2874.out,MNIST,prune_0.2,90,0.006,abc,74,1
MNIST_0.004_783.out,MNIST,baseline,80,0.004,abc,83,1
MNIST_0.009_1621.out,MNIST,prune_0.1,70,0.009,abc,21,0
MNIST_0.005_2132.out,MNIST,prune_0.2,20,0.005,abc,32,1
MNIST_0.006_1384.out,MNIST,prune_0.1,40,0.006,abc,84,0
MNIST_0.004_8423.out,MNIST,prune_0.8,50,0.004,abc,23,1
MNIST_0.008_6359.out,MNIST,prune_0.6,40,0.008,abc,59,0
MNIST_0.005_6390.out,MNIST,prune_0.6,40,0.005,abc,90,1
MNIST_0.007_2528.out,MNIST,prune_0.2,60,0.007,abc,28,1
MNIST_0.005_7310.out,MNIST,prune_0.7,40,0.005,abc,10,1
MNIST_0.006_2247.out,MNIST,prune_0.2,30,0.006,abc,47,1
MNIST_0.010_1674.out,MNIST,prune_0.1,70,0.01,abc,74,0
MNIST_0.009_2466.out,MNIST,prune_0.2,50,0.009,abc,66,0
MNIST_0.008_2167.out,MNIST,prune_0.2,20,0.008,abc,67,0
MNIST_0.004_7434.out,MNIST,prune_0.7,50,0.004,abc,34,1
MNIST_0.004_7137.out,MNIST,prune_0.7,20,0.004,abc,37,1
MNIST_0.004_1660.out,MNIST,prune_0.1,70,0.004,abc,60,1
MNIST_0.007_7897.out,MNIST,prune_0.7,90,0.007,abc,97,1
MNIST_0.006_3552.out,MNIST,prune_0.3,60,0.006,abc,52,1
MNIST_0.005_6565.out,MNIST,prune_0.6,60,0.005,abc,65,1
MNIST_0.010_2547.out,MNIST,prune_0.2,60,0.01,abc,47,0
MNIST_0.008_2257.out,MNIST,prune_0.2,30,0.008,abc,57,0
MNIST_0.007_5298.out,MNIST,prune_0.5,30,0.007,abc,98,0
MNIST_0.006_3384.out,MNIST,prune_0.3,40,0.006,abc,84,1
MNIST_0.010_8489.out,,,,,,,0
MNIST_0.006_4424.out,MNIST,prune_0.4,50,0.006,abc,24,1
MNIST_0.008_658.out,MNIST,baseline,70,0.008,abc,58,0
MNIST_0.005_6015.out,MNIST,prune_0.6,10,0.005,abc,15,1
MNIST_0.004_1761.out,MNIST,prune_0.1,80,0.004,abc,61,1
MNIST_0.008_5407.out,MNIST,prune_0.5,50,0.008,abc,7,0
MNIST_0.010_817.out,MNIST,baseline,90,0.01,abc,17,0
MNIST_0.010_7684.out,,,,,,,0
MNIST_0.009_2782.out,MNIST,prune_0.2,80,0.009,abc,82,0
MNIST_0.010_3266.out,MNIST,prune_0.3,30,0.01,abc,66,0
MNIST_0.008_2578.out,MNIST,prune_0.2,60,0.008,abc,78,0
MNIST_0.008_2651.out,MNIST,prune_0.2,70,0.008,abc,51,0
MNIST_0.008_8788.out,MNIST,prune_0.8,80,0.008,abc,88,0
MNIST_0.005_4719.out,MNIST,prune_0.4,80,0.005,abc,19,1
MNIST_0.006_834.out,MNIST,baseline,90,0.006,abc,34,1
MNIST_0.009_1773.out,MNIST,prune_0.1,80,0.009,abc,73,0
MNIST_0.008_8866.out,MNIST,prune_0.8,90,0.008,abc,66,0
MNIST_0.009_8369.out,MNIST,prune_0.8,40,0.009,abc,69,0
MNIST_0.009_5086.out,MNIST,prune_0.5,10,0.009,abc,86,0
MNIST_0.005_2620.out,MNIST,prune_0.2,70,0.005,abc,20,1
MNIST_0.009_3901.out,MNIST,prune_0.3,100,0.009,abc,1,0
MNIST_0.005_1134.out,MNIST,prune_0.1,20,0.005,abc,34,1
MNIST_0.007_1267.out,MNIST,prune_0.1,30,0.007,abc,67,1
MNIST_0.005_4378.out,MNIST,prune_0.4,40,0.005,abc,78,1
MNIST_0.006_6071.out,MNIST,prune_0.6,10,0.006,abc,71,1
MNIST_0.005_7458.out,MNIST,prune_0.7,50,0.005,abc,58,1
MNIST_0.009_7904.out,MNIST,prune_0.7,100,0.009,abc,4,0
MNIST_0.008_5617.out,MNIST,prune_0.5,70,0.008,abc,17,0
MNIST_0.008_3143.out,MNIST,prune_0.3,20,0.008,abc,43,0
MNIST_0.006_4475.out,MNIST,prune_0.4,50,0.006,abc,75,1
MNIST_0.008_2400.out,MNIST,prune_0.2,50,0.008,abc,0,0
MNIST_0.008_4307.out,MNIST,prune_0.4,40,0.008,abc,7,0
MNIST_0.006_6536.out,MNIST,prune_0.6,60,0.006,abc,36,0
MNIST_0.006_5883.out,MNIST,prune_0.5,90,0.006,abc,83,1
MNIST_0.009_8304.out,MNIST,prune_0.8,40,0.009,abc,4,0
MNIST_0.004_156.out,MNIST,baseline,20,0.004,abc,56,1
MNIST_0.008_2473.out,MNIST,prune_0.2,50,0.008,abc,73,0
MNIST_0.007_8994.out,MNIST,prune_0.8,100,0.007,abc,94,0
MNIST_0.004_8680.out,MNIST,prune_0.8,70,0.004,abc,80,1
MNIST_0.006_2132.out,MNIST,prune_0.2,20,0.006,abc,32,0
MNIST_0.008_5394.out,MNIST,prune_0.5,40,0.008,abc,94,0
MNIST_0.007_281.out,MNIST,baseline,30,0.007,abc,81,1
MNIST_0.004_4560.out,MNIST,prune_0.4,60,0.004,abc,60,1
MNIST_0.009_449.out,MNIST,baseline,50,0.009,abc,49,0
MNIST_0.009_4332.out,MNIST,prune_0.4,40,0.009,abc,32,0
MNIST_0.008_4741.out,MNIST,prune_0.4,80,0.008,abc,41,0
MNIST_0.010_8891.out,,,,,,,0
MNIST_0.005_99.out,MNIST,baseline,10,0.005,abc,99,1
MNIST_0.009_6526.out,MNIST,prune_0.6,60,0.009,abc,26,0
MNIST_0.007_4370.out,MNIST,prune_0.4,40,0.007,abc,70,1
MNIST_0.004_2073.out,MNIST,prune_0.2,10,0.004,abc,73,1
MNIST_0.007_8200.out,MNIST,prune_0.8,30,0.007,abc,0,0
MNIST_0.006_216.out,MNIST,baseline,30,0.006,abc,16,1
MNIST_0.008_5572.out,MNIST,prune_0.5,60,0.008,abc,72,1
MNIST_0.005_6830.out,MNIST,prune_0.6,90,0.005,abc,30,1
MNIST_0.004_777.out,MNIST,baseline,80,0.004,abc,77,1
MNIST_0.006_6441.out,MNIST,prune_0.6,50,0.006,abc,41,0
MNIST_0.010_2396.out,MNIST,prune_0.2,40,0.01,abc,96,0
MNIST_0.004_7138.out,MNIST,prune_0.7,20,0.004,abc,38,1
MNIST_0.006_1199.out,MNIST,prune_0.1,20,0.006,abc,99,1
MNIST_0.008_7621.out,MNIST,prune_0.7,70,0.008,abc,21,0
MNIST_0.009_7608.out,MNIST,prune_0.7,70,0.009,abc,8,0
MNIST_0.006_2768.out,MNIST,prune_0.2,80,0.006,abc,68,1
MNIST_0.009_8978.out,MNIST,prune_0.8,100,0.009,abc,78,0
MNIST_0.009_3835.out,MNIST,prune_0.3,90,0.009,abc,35,1
MNIST_0.006_736.out,MNIST,baseline,80,0.006,abc,36,1
MNIST_0.007_5360.out,MNIST,prune_0.5,40,0.007,abc,60,0
MNIST_0.008_3019.out,MNIST,prune_0.3,10,0.008,abc,19,1
MNIST_0.005_4987.out,MNIST,prune_0.4,100,0.005,abc,87,0
MNIST_0.010_8171.out,,,,,,,0
MNIST_0.006_5023.out,MNIST,prune_0.5,10,0.006,abc,23,1
MNIST_0.010_5629.out,MNIST,prune_0.5,70,0.01,abc,29,0
MNIST_0.010_2355.out,MNIST,prune_0.2,40,0.01,abc,55,0
MNIST_0.007_1409.out,MNIST,prune_0.1,50,0.007,abc,9,1
MNIST_0.007_7545.out,MNIST,prune_0.7,60,0.007,abc,45,0
MNIST_0.004_4337.out,MNIST,prune_0.4,40,0.004,abc,37,1
MNIST_0.006_1007.out,MNIST,prune_0.1,10,0.006,abc,7,1
MNIST_0.005_3541.out,MNIST,prune_0.3,60,0.005,abc,41,1
MNIST_0.007_3896.out,MNIST,prune_0.3,90,0.007,abc,96,0
MNIST_0.010_1563.out,MNIST,prune_0.1,60,0.01,abc,63,0
MNIST_0.008_4521.out,MNIST,prune_0.4,60,0.008,abc,21,1
MNIST_0.006_4355.out,MNIST,prune_0.4,40,0.006,abc,55,1
MNIST_0.010_4003.out,MNIST,prune_0.4,10,0.01,abc,3,0
MNIST_0.008_7900.out,MNIST,prune_0.7,100,0.008,abc,0,0
MNIST_0.006_8783.out,MNIST,prune_0.8,80,0.006,abc,83,0
MNIST_0.005_5975.out,MNIST,prune_0.5,100,0.005,abc,75,1
MNIST_0.009_5383.out,MNIST,prune_0.5,40,0.009,abc,83,0
MNIST_0.006_139.out,MNIST,baseline,20,0.006,abc,39,0
MNIST_0.006_1951.out,MNIST,prune_0.1,100,0.006,abc,51,1
MNIST_0.006_1550.out,MNIST,prune_0.1,60,0.006,abc,50,1
MNIST_0.008_4669.out,MNIST,prune_0.4,70,0.008,abc,69,0
MNIST_0.008_2324.out,MNIST,prune_0.2,40,0.008,abc,24,0
MNIST_0.008_6442.out,MNIST,prune_0.6,50,0.008,abc,42,0
MNIST_0.004_1588.out,MNIST,prune_0.1,60,0.004,abc,88,1
MNIST_0.006_2104.out,MNIST,prune_0.2,20,0.006,abc,4,0
MNIST_0.009_5883.out,MNIST,prune_0.5,90,0.009,abc,83,0
MNIST_0.004_4857.out,MNIST,prune_0.4,90,0.004,abc,57,1
MNIST_0.010_7300.out,MNIST,prune_0.7,40,0.01,abc,0,0
