prune_type,accuracy_avg,accuracy_std
baseline,0.843351789752788,0.00197905123602212
prune0.1,0.8445995476877485,0.0033153609816074896
prune0.2,0.8435233564688451,0.0026042354563928856
prune0.3,0.8424159713015674,0.0025459270294355563
prune0.4,0.8437027216719957,0.005064522156473037
prune0.5,0.8445371597910005,0.003988553231586065
prune0.6,0.8451922327068548,0.004574440350107903
prune0.7,0.8443655930749434,0.0033108738990906845
prune0.8,0.8432270139592919,0.0021873022459152234
