model_type,accuracy_avg,accuracy_std
baseline,0.88841,0.005678311564384499
prune_0.1,0.8830199999999999,0.0018498047945060816
prune_0.2,0.88229,0.0015452076451618756
prune_0.3,0.8826600000000001,0.0017218852716975178
prune_0.4,0.88357,0.0019539418847265987
prune_0.5,0.88261,0.0013819872969347015
prune_0.6,0.8818999999999999,0.0017410086476267407
prune_0.7,0.88111,0.0007607744592044315
prune_0.8,0.8812900000000001,0.0008556349169541404
